x,y,z,a,b,c,d,e,f,g,h,class
21,0,3653029,1878127,1774902,3136169,1608566,1527603,516860,269561,247299,1
21,0,4074768,2085339,1989429,3494942,1782516,1712426,579826,302823,277003,1
21,0,4348625,2203535,2145090,3705396,1872543,1832853,643229,330992,312237,1
21,0,3925398,1972684,1952714,3240171,1616989,1623182,685227,355695,329532,1
21,0,3783527,1870939,1912588,3078847,1513663,1565184,704680,357276,347404,1
21,0,3574037,1772876,1801161,2918990,1446384,1472606,655047,326492,328555,1
21,0,3102991,1542233,1560758,2520189,1247203,1272986,582802,295030,287772,1
21,0,3051188,1528685,1522503,2487391,1242592,1244799,563797,286093,277704,1
21,0,2691474,1387920,1303554,2196313,1126384,1069929,495161,261536,233625,1
21,0,2334030,1212366,1121664,1905599,982737,922862,428431,229629,198802,1
21,0,1847812,957524,890288,1516062,776529,739533,331750,180995,150755,1
21,0,1483720,744291,739429,1235630,607411,628219,248090,136880,111210,1
21,0,1474061,737635,736426,1269444,630692,638752,204617,106943,97674,1
21,0,979525,487849,491676,851670,421279,430391,127855,66570,61285,1
21,0,768070,380635,387435,666519,329265,337254,101551,51370,50181,1
21,0,364800,183294,181506,314077,157552,156525,50723,25742,24981,1
21,0,397992,204857,193135,337943,175428,162515,60049,29429,30620,1
21,0,119171,61347,57824,95210,48470,46740,23961,12877,11084,1
22,0,25545198,12832895,12712303,19607961,9797426,9810535,5937237,3035469,2901768,1
22,0,2541065,1286970,1254095,2027687,1022795,1004892,513378,264175,249203,1
22,0,2758758,1404079,1354679,2206437,1117796,1088641,552321,286283,266038,1
22,0,2884013,1461185,1422828,2289627,1155074,1134553,594386,306111,288275,1
22,0,2599842,1319451,1280391,1998051,1009334,988717,601791,310117,291674,1
22,0,2389497,1193378,1196119,1773929,885162,888767,615568,308216,307352,1
22,0,2057300,1049238,1008062,1508182,770527,737655,549118,278711,270407,1
22,0,1815058,898023,917035,1340001,656456,683545,475057,241567,233490,1
22,0,1779414,891265,888149,1329416,663342,666074,449998,227923,222075,1
22,0,1576553,796402,780151,1179152,590214,588938,397401,206188,191213,1
22,0,1334374,692974,641400,998323,516444,481879,336051,176530,159521,1
22,0,992947,510326,482621,741578,376646,364932,251369,133680,117689,1
22,0,789353,389338,400015,603044,290945,312099,186309,98393,87916,1
22,0,743742,348956,394786,588321,273504,314817,155421,75452,79969,1
22,0,533810,244336,289474,429402,195192,234210,104408,49144,55264,1
22,0,373000,174249,198751,299448,139047,160401,73552,35202,38350,1
22,0,166578,75545,91033,132135,58945,73190,34443,16600,17843,1
22,0,186779,85073,101706,149241,68761,80480,37538,16312,21226,1
22,0,23115,12107,11008,13987,7242,6745,9128,4865,4263,1
23,0,72626809,37612306,35014503,52557404,27149388,25408016,20069405,10462918,9606487,1
23,0,7471286,3874247,3597039,5763560,2982196,2781364,1707726,892051,815675,1
23,0,8266455,4309693,3956762,6347575,3292243,3055332,1918880,1017450,901430,1
23,0,8564501,4439329,4125172,6481035,3338101,3142934,2083466,1101228,982238,1
23,0,7446789,3980072,3466717,5359720,2862347,2497373,2087069,1117725,969344,1
23,0,6727579,3554088,3173491,4678759,2481628,2197131,2048820,1072460,976360,1
23,0,5787506,2988325,2799181,3990858,2067454,1923404,1796648,920871,875777,1
23,0,5214960,2650705,2564255,3638969,1841507,1797462,1575991,809198,766793,1
23,0,4861671,2493464,2368207,3407607,1750469,1657138,1454064,742995,711069,1
23,0,4214474,2193888,2020586,2937258,1527419,1409839,1277216,666469,610747,1
23,0,3522961,1838798,1684163,2425510,1260719,1164791,1097451,578079,519372,1
23,0,2694372,1446522,1247850,1847524,988058,859466,846848,458464,388384,1
23,0,2058077,1030243,1027834,1437113,704014,733099,620964,326229,294735,1
23,0,1987410,989463,997947,1437170,711867,725303,550240,277596,272644,1
23,0,1427061,680005,747056,1054385,497698,556687,372676,182307,190369,1
23,0,1107421,545246,562175,826774,408168,418606,280647,137078,143569,1
23,0,523355,244807,278548,384851,178514,206337,138504,66293,72211,1
23,0,668069,310035,358034,491426,232111,259315,176643,77924,98719,1
23,0,82862,43376,39486,47310,24875,22435,35552,18501,17051,1
24,0,60439692,31491260,28948432,34694609,17799159,16895450,25745083,13692101,12052982,1
24,0,5460332,2871890,2588442,3400893,1768858,1632035,2059439,1103032,956407,1
24,0,5835836,3126401,2709435,3608635,1902056,1706579,2227201,1224345,1002856,1
24,0,6149445,3283834,2865611,3787881,1989379,1798502,2361564,1294455,1067109,1
24,0,5865760,3146110,2719650,3406534,1781574,1624960,2459226,1364536,1094690,1
24,0,5780722,3046127,2734595,3129114,1613761,1515353,2651608,1432366,1219242,1
24,0,5278822,2767283,2511539,2767541,1439403,1328138,2511281,1327880,1183401,1
24,0,4770528,2467024,2303504,2567865,1309468,1258397,2202663,1157556,1045107,1
24,0,4341225,2258335,2082890,2379877,1230816,1149061,1961348,1027519,933829,1
24,0,3865476,1993876,1871600,2149186,1096357,1052829,1716290,897519,818771,1
24,0,3314013,1711872,1602141,1830536,938828,891708,1483477,773044,710433,1
24,0,2697183,1409273,1287910,1504667,772574,732093,1192516,636699,555817,1
24,0,2054947,1038088,1016859,1161872,569554,592318,893075,468534,424541,1
24,0,1727752,851259,876493,1023043,494349,528694,704709,356910,347799,1
24,0,1170072,550002,620070,707269,323610,383659,462803,226392,236411,1
24,0,899677,417522,482155,559725,256602,303123,339952,160920,179032,1
24,0,439996,196341,243655,262004,113543,148461,177992,82798,95194,1
24,0,549062,230477,318585,332285,139154,193131,216777,91323,125454,1
24,0,238844,125546,113298,115682,59273,56409,123162,66273,56889,1
25,0,243247,150301,92946,60396,32395,28001,182851,117906,64945,1
25,0,19158,10020,9138,5174,2692,2482,13984,7328,6656,1
25,0,18506,9828,8678,5767,2982,2785,12739,6846,5893,1
25,0,17321,9300,8021,6335,3302,3033,10986,5998,4988,1
25,0,26314,18239,8075,6655,3766,2889,19659,14473,5186,1
25,0,38584,27925,10659,7024,4117,2907,31560,23808,7752,1
25,0,33181,22044,11137,6125,3416,2709,27056,18628,8428,1
25,0,24031,15314,8717,5077,2823,2254,18954,12491,6463,1
25,0,19550,12255,7295,4681,2601,2080,14869,9654,5215,1
25,0,13601,8384,5217,3489,1905,1584,10112,6479,3633,1
25,0,9618,5649,3969,2766,1496,1270,6852,4153,2699,1
25,0,6610,3646,2964,2090,1047,1043,4520,2599,1921,1
25,0,5056,2576,2480,1547,740,807,3509,1836,1673,1
25,0,4308,1977,2331,1388,592,796,2920,1385,1535,1
25,0,2753,1182,1571,870,374,496,1883,808,1075,1
25,0,2103,841,1262,675,275,400,1428,566,862,1
25,0,1067,437,630,314,112,202,753,325,428,1
25,0,1130,436,694,336,112,224,794,324,470,1
25,0,356,248,108,83,43,40,273,205,68,1
26,0,343709,193760,149949,183114,98305,84809,160595,95455,65140,1
26,0,36561,18902,17659,20601,10410,10191,15960,8492,7468,1
26,0,36249,19059,17190,21040,10794,10246,15209,8265,6944,1
26,0,35003,18385,16618,22352,11564,10788,12651,6821,5830,1
26,0,33104,19979,13125,19013,10775,8238,14091,9204,4887,1
26,0,44301,27595,16706,21932,13066,8866,22369,14529,7840,1
26,0,39885,23496,16389,17657,10255,7402,22228,13241,8987,1
26,0,30641,17957,12684,13100,7322,5778,17541,10635,6906,1
26,0,25277,14862,10415,11438,6209,5229,13839,8653,5186,1
26,0,18181,10554,7627,9353,4938,4415,8828,5616,3212,1
26,0,13789,7671,6118,7831,4059,3772,5958,3612,2346,1
26,0,9503,5215,4288,5728,3014,2714,3775,2201,1574,1
26,0,6951,3526,3425,4211,2036,2175,2740,1490,1250,1
26,0,5831,2794,3037,3716,1690,2026,2115,1104,1011,1
26,0,3716,1755,1961,2361,1067,1294,1355,688,667,1
26,0,2309,973,1336,1485,587,898,824,386,438,1
26,0,958,394,564,559,208,351,399,186,213,1
26,0,1078,443,635,517,198,319,561,245,316,1
26,0,372,200,172,220,113,107,152,87,65,1
27,0,112374333,58243056,54131277,61556074,31539034,30017040,50818259,26704022,24114237,1
27,0,9362026,4939629,4422397,5417809,2868371,2549438,3944217,2071258,1872959,1
27,0,9820654,5178177,4642477,5650613,2971867,2678746,4170041,2206310,1963731,1
27,0,10734535,5662261,5072274,6256057,3288156,2967901,4478478,2374105,2104373,1
27,0,10627267,5710400,4916867,5979665,3209224,2770441,4647602,2501176,2146426,1
27,0,11090966,5845114,5245852,5764844,3018199,2746645,5326122,2826915,2499207,1
27,0,10147113,5272560,4874553,5025278,2589352,2435926,5121835,2683208,2438627,1
27,0,8796307,4536297,4260010,4395201,2218757,2176444,4401106,2317540,2083566,1
27,0,8247160,4209434,4037726,4223357,2111275,2112082,4023803,2098159,1925644,1
27,0,7196089,3744825,3451264,3763589,1924940,1838649,3432500,1819885,1612615,1
27,0,6032454,3116218,2916236,3167108,1607153,1559955,2865346,1509065,1356281,1
27,0,4919317,2580991,2338326,2619829,1344947,1274882,2299488,1236044,1063444,1
27,0,3885814,1974129,1911685,2117255,1038978,1078277,1768559,935151,833408,1
27,0,3642480,1716639,1925841,2155343,970755,1184588,1487137,745884,741253,1
27,0,3078352,1440238,1638114,2008912,920144,1088768,1069440,520094,549346,1
27,0,2143136,1039292,1103844,1411217,684770,726447,731919,354522,377397,1
27,0,1062773,515431,547342,664727,324175,340552,398046,191256,206790,1
27,0,1180194,542109,638085,729341,339248,390093,450853,202861,247992,1
27,0,407696,219312,188384,205929,108723,97206,201767,110589,91178,1
28,0,84580777,42442146,42138631,56361702,28243241,28118461,28219075,14198905,14020170,1
28,0,6284765,3235887,3048878,4212158,2165606,2046552,2072607,1070281,1002326,1
28,0,7304432,3760398,3544034,4976869,2559092,2417777,2327563,1201306,1126257,1
28,0,8201595,4208884,3992711,5565402,2859860,2705542,2636193,1349024,1287169,1
28,0,8093747,4196307,3897440,5334069,2799993,2534076,2759678,1396314,1363364,1
28,0,8132094,4055697,4076397,5263277,2682670,2580607,2868817,1373027,1495790,1
28,0,7799036,3809887,3989149,4995581,2453142,2542439,2803455,1356745,1446710,1
28,0,6584371,3300407,3283964,4233619,2106915,2126704,2350752,1193492,1157260,1
28,0,6507339,3198512,3308827,4246358,2064444,2181914,2260981,1134068,1126913,1
28,0,5399473,2794398,2605075,3540901,1819821,1721080,1858572,974577,883995,1
28,0,4657269,2374633,2282636,3067300,1549594,1517706,1589969,825039,764930,1
28,0,3657386,1862583,1794803,2441460,1229218,1212242,1215926,633365,582561,1
28,0,2909598,1350539,1559059,1975179,878394,1096785,934419,472145,462274,1
28,0,3199837,1485764,1714073,2342553,1066864,1275689,857284,418900,438384,1
28,0,2167854,1034360,1133494,1624701,774178,850523,543153,260182,282971,1
28,0,1519358,752743,766615,1148018,573247,574771,371340,179496,191844,1
28,0,636989,307474,329515,460041,224296,235745,176948,83178,93770,1
28,0,754203,325987,428216,532778,234293,298485,221425,91694,129731,1
28,0,771431,387686,383745,401438,201614,199824,369993,186072,183921,1
29,0,61095297,30966657,30128640,37469335,18929354,18539981,23625962,12037303,11588659,1
29,0,5046719,2582024,2464695,3179495,1625896,1553599,1867224,956128,911096,1
29,0,5241509,2696670,2544839,3309619,1700617,1609002,1931890,996053,935837,1
29,0,5736646,2955287,2781359,3662475,1889725,1772750,2074171,1065562,1008609,1
29,0,5827277,3042048,2785229,3658264,1933809,1724455,2169013,1108239,1060774,1
29,0,6052558,3109586,2942972,3549425,1849584,1699841,2503133,1260002,1243131,1
29,0,5771606,2879254,2892352,3283508,1645487,1638021,2488098,1233767,1254331,1
29,0,4698380,2389594,2308786,2657749,1332397,1325352,2040631,1057197,983434,1
29,0,4695451,2319088,2376363,2770958,1337639,1433319,1924493,981449,943044,1
29,0,3826712,1977768,1848944,2320355,1183334,1137021,1506357,794434,711923,1
29,0,3519782,1804833,1714949,2165676,1103911,1061765,1354106,700922,653184,1
29,0,2699270,1381969,1317301,1665456,844160,821296,1033814,537809,496005,1
29,0,2142504,1056054,1086450,1323457,636709,686748,819047,419345,399702,1
29,0,2060052,994630,1065422,1352255,642294,709961,707797,352336,355461,1
29,0,1520119,723687,796432,1039482,491844,547638,480637,231843,248794,1
29,0,1061125,510419,550706,736309,352315,383994,324816,158104,166712,1
29,0,524426,249834,274592,350060,166285,183775,174366,83549,90817,1
29,0,625310,268502,356808,418963,179395,239568,206347,89107,117240,1
29,0,45851,25410,20441,25829,13953,11876,20022,11457,8565,1
30,0,1458545,739140,719405,551731,275436,276295,906814,463704,443110,1
30,0,101203,52017,49186,37839,19432,18407,63364,32585,30779,1
30,0,105968,54672,51296,39364,20165,19199,66604,34507,32097,1
30,0,110989,57417,53572,41666,21304,20362,69323,36113,33210,1
30,0,113875,60075,53800,42371,22000,20371,71504,38075,33429,1
30,0,130745,70616,60129,47290,24590,22700,83455,46026,37429,1
30,0,132626,67744,64882,49917,25250,24667,82709,42494,40215,1
30,0,125859,63471,62388,48264,24210,24054,77595,39261,38334,1
30,0,126298,63541,62757,48386,24268,24118,77912,39273,38639,1
30,0,108512,55504,53008,40382,20562,19820,68130,34942,33188,1
30,0,94736,47867,46869,35607,17794,17813,59129,30073,29056,1
30,0,76592,38782,37810,28856,14247,14609,47736,24535,23201,1
30,0,65553,32021,33532,25084,12044,13040,40469,19977,20492,1
30,0,61104,29100,32004,24296,11280,13016,36808,17820,18988,1
30,0,41019,19005,22014,16890,7627,9263,24129,11378,12751,1
30,0,29055,12890,16165,11833,5024,6809,17222,7866,9356,1
30,0,16536,7228,9308,6436,2742,3694,10100,4486,5614,1
30,0,15781,6092,9689,6332,2413,3919,9449,3679,5770,1
30,0,2094,1098,996,918,484,434,1176,614,562,1
31,0,64473,33123,31350,14141,7243,6898,50332,25880,24452,1
31,0,5052,2648,2404,1235,630,605,3817,2018,1799,1
31,0,5407,2760,2647,1384,728,656,4023,2032,1991,1
31,0,5998,2854,3144,1389,612,777,4609,2242,2367,1
31,0,5624,2808,2816,1147,525,622,4477,2283,2194,1
31,0,5829,3071,2758,1280,680,600,4549,2391,2158,1
31,0,5967,3135,2832,1305,682,623,4662,2453,2209,1
31,0,5437,2777,2660,1235,642,593,4202,2135,2067,1
31,0,5389,2756,2633,1116,590,526,4273,2166,2107,1
31,0,4608,2453,2155,916,478,438,3692,1975,1717,1
31,0,3810,1975,1835,762,405,357,3048,1570,1478,1
31,0,3066,1625,1441,669,368,301,2397,1257,1140,1
31,0,2901,1513,1388,577,298,279,2324,1215,1109,1
31,0,2034,1046,988,425,227,198,1609,819,790,1
31,0,1413,753,660,319,175,144,1094,578,516,1
31,0,849,410,439,170,75,95,679,335,344,1
31,0,493,244,249,95,53,42,398,191,207,1
31,0,481,221,260,90,55,35,391,166,225,1
31,0,115,74,41,27,20,7,88,54,34,1
32,0,33406061,16027412,17378649,17471135,8408054,9063081,15934926,7619358,8315568,1
32,0,2453092,1247534,1205558,1286340,653809,632531,1166752,593725,573027,1
32,0,2555112,1303190,1251922,1348204,687077,661127,1206908,616113,590795,1
32,0,2822770,1438917,1383853,1499338,762897,736441,1323432,676020,647412,1
32,0,2610552,1328299,1282253,1365813,696204,669609,1244739,632095,612644,1
32,0,2665809,1298826,1366983,1386061,680283,705778,1279748,618543,661205,1
32,0,2604092,1203978,1400114,1369036,639039,729997,1235056,564939,670117,1
32,0,2455501,1128217,1327284,1278260,592974,685286,1177241,535243,641998,1
32,0,2579673,1161819,1417854,1344629,608341,736288,1235044,553478,681566,1
32,0,2412498,1117424,1295074,1246138,578217,667921,1166360,539207,627153,1
32,0,2348530,1105598,1242932,1227882,578437,649445,1120648,527161,593487,1
32,0,1928145,931191,996954,1001162,484917,516245,926983,446274,480709,1
32,0,1742408,861527,880881,903383,446860,456523,839025,414667,424358,1
32,0,1414671,685136,729535,724947,351377,373570,689724,333759,355965,1
32,0,1002134,459232,542902,525265,240537,284728,476869,218695,258174,1
32,0,733372,326562,406810,381986,170673,211313,351386,155889,195497,1
32,0,501367,208317,293050,266667,111752,154915,234700,96565,138135,1
32,0,541849,204348,337501,298687,115981,182706,243162,88367,154795,1
32,0,34486,17297,17189,17337,8679,8658,17149,8618,8531,1
33,0,72147030,36137975,36009055,37229590,18679065,18550525,34917440,17458910,17458530,1
33,0,5278701,2714578,2564123,2781879,1436619,1345260,2496822,1277959,1218863,1
33,0,5551255,2851293,2699962,2968536,1528954,1439582,2582719,1322339,1260380,1
33,0,6177547,3188990,2988557,3325160,1726166,1598994,2852387,1462824,1389563,1
33,0,6253792,3229838,3023954,3373098,1765233,1607865,2880694,1464605,1416089,1
33,0,6411543,3154804,3256739,3315234,1658770,1656464,3096309,1496034,1600275,1
33,0,6663746,3237374,3426372,3360498,1652498,1708000,3303248,1584876,1718372,1
33,0,5815560,2908749,2906811,2825218,1419512,1405706,2990342,1489237,1501105,1
33,0,5836456,2815205,3021251,2894635,1375375,1519260,2941821,1439830,1501991,1
33,0,5064209,2549846,2514363,2495827,1244055,1251772,2568382,1305791,1262591,1
33,0,4713056,2374915,2338141,2383374,1187892,1195482,2329682,1187023,1142659,1
33,0,3703460,1875563,1827897,1862643,926233,936410,1840817,949330,891487,1
33,0,3101142,1540924,1560218,1578510,765352,813158,1522632,775572,747060,1
33,0,2782608,1378039,1404569,1484099,726363,757736,1298509,651676,646833,1
33,0,1868370,896412,971958,1022924,490698,532226,845446,405714,439732,1
33,0,1406529,693167,713362,770619,384159,386460,635910,309008,326902,1
33,0,710241,353746,356495,365791,187116,178675,344450,166630,177820,1
33,0,742010,339862,402148,385664,185450,200214,356346,154412,201934,1
33,0,66805,34670,32135,35881,18620,17261,30924,16050,14874,1
34,0,1247953,612511,635442,395200,194907,200293,852753,417604,435149,1
34,0,93949,47703,46246,31526,16110,15416,62423,31593,30830,1
34,0,98717,50327,48390,32968,16810,16158,65749,33517,32232,1
34,0,105726,53936,51790,35351,17972,17379,70375,35964,34411,1
34,0,102316,52231,50085,34019,17394,16625,68297,34837,33460,1
34,0,108819,51287,57532,36272,17155,19117,72547,34132,38415,1
34,0,118244,55052,63192,38840,18442,20398,79404,36610,42794,1
34,0,111070,53761,57309,34114,16868,17246,76956,36893,40063,1
34,0,107459,52655,54804,32946,16190,16756,74513,36465,38048,1
34,0,89779,45482,44297,26217,13362,12855,63562,32120,31442,1
34,0,79305,40625,38680,23828,12218,11610,55477,28407,27070,1
34,0,60923,30858,30065,17462,8814,8648,43461,22044,21417,1
34,0,50109,24615,25494,14711,7082,7629,35398,17533,17865,1
34,0,43828,20498,23330,13161,6025,7136,30667,14473,16194,1
34,0,27983,12154,15829,8733,3751,4982,19250,8403,10847,1
34,0,22521,9861,12660,6993,3104,3889,15528,6757,8771,1
34,0,12789,5494,7295,3604,1605,1999,9185,3889,5296,1
34,0,13315,5412,7903,3957,1747,2210,9358,3665,5693,1
34,0,1101,560,541,498,258,240,603,302,301,1
35,0,380581,202871,177710,237093,126287,110806,143488,76584,66904,1
35,0,28754,14641,14113,18675,9469,9206,10079,5172,4907,1
35,0,30454,15512,14942,19265,9849,9416,11189,5663,5526,1
35,0,33467,17118,16349,21226,10731,10495,12241,6387,5854,1
35,0,33026,17266,15760,20369,10644,9725,12657,6622,6035,1
35,0,37115,19528,17587,22540,11654,10886,14575,7874,6701,1
35,0,41722,22230,19492,25558,13675,11883,16164,8555,7609,1
35,0,35723,19359,16364,21811,11945,9866,13912,7414,6498,1
35,0,32842,17170,15672,19802,10424,9378,13040,6746,6294,1
35,0,26735,14813,11922,15959,8921,7038,10776,5892,4884,1
35,0,23861,13270,10591,14432,7991,6441,9429,5279,4150,1
35,0,17296,9710,7586,10675,5987,4688,6621,3723,2898,1
35,0,13794,7870,5924,8662,4889,3773,5132,2981,2151,1
35,0,10376,5807,4569,7102,3899,3203,3274,1908,1366,1
35,0,6226,3430,2796,4469,2477,1992,1757,953,804,1
35,0,4098,2378,1720,2905,1687,1218,1193,691,502,1
35,0,2251,1295,956,1606,952,654,645,343,302,1
35,0,2473,1279,1194,1857,992,865,616,287,329,1
35,0,368,195,173,180,101,79,188,94,94,1
1,0,12541302,6640662,5900640,9108060,4774477,4333583,3433242,1866185,1567057,1
1,0,1414884,763501,651383,1115289,600891,514398,299595,162610,136985,1
1,0,1411973,746818,665155,1109056,584994,524062,302917,161824,141093,1
1,0,1413853,744855,668998,1097236,575511,521725,316617,169344,147273,1
1,0,1237462,640362,597100,926108,477098,449010,311354,163264,148090,1
1,0,1160913,603578,557335,827361,423292,404069,333552,180286,153266,1
1,0,1086122,584559,501563,738568,385544,353024,347554,199015,148539,1
1,0,926903,495746,431157,636137,333062,303075,290766,162684,128082,1
1,0,837945,441265,396680,568825,294268,274557,269120,146997,122123,1
1,0,714085,387739,326346,483222,256988,226234,230863,130751,100112,1
1,0,590790,311560,279230,395959,205036,190923,194831,106524,88307,1
1,0,468566,255599,212967,319992,173804,146188,148574,81795,66779,1
1,0,340031,172753,167278,227495,114641,112854,112536,58112,54424,1
1,0,322726,173427,149299,226005,121240,104765,96721,52187,44534,1
1,0,203965,102743,101222,140720,70780,69940,63245,31963,31282,1
1,0,184019,97472,86547,132084,70777,61307,51935,26695,25240,1
1,0,85076,43094,41982,58918,29980,28938,26158,13114,13044,1
1,0,126870,65844,61026,94242,49712,44530,32628,16132,16496,1
1,0,15119,9747,5372,10843,6859,3984,4276,2888,1388,1
1,1,870354,474190,396164,765625,412038,353587,104729,62152,42577,1
1,1,133246,71220,62026,120128,64216,55912,13118,7004,6114,1
1,1,128253,67309,60944,113574,59529,54045,14679,7780,6899,1
1,1,118673,62428,56245,103802,54249,49553,14871,8179,6692,1
1,1,81849,41873,39976,72665,36874,35791,9184,4999,4185,1
1,1,70692,38505,32187,62591,33731,28860,8101,4774,3327,1
1,1,68046,41511,26535,59160,35503,23657,8886,6008,2878,1
1,1,57150,33789,23361,49013,28168,20845,8137,5621,2516,1
1,1,49033,27287,21746,41981,22496,19485,7052,4791,2261,1
1,1,41741,24356,17385,35363,19859,15504,6378,4497,1881,1
1,1,30511,16556,13955,26310,13818,12492,4201,2738,1463,1
1,1,24144,13621,10523,21205,11754,9451,2939,1867,1072,1
1,1,16163,7962,8201,14348,6993,7355,1815,969,846,1
1,1,17607,9711,7896,15813,8751,7062,1794,960,834,1
1,1,9871,5053,4818,8777,4472,4305,1094,581,513,1
1,1,10217,5675,4542,9188,5107,4081,1029,568,461,1
1,1,3932,2029,1903,3531,1823,1708,401,206,195,1
1,1,7745,4395,3350,6887,3921,2966,858,474,384,1
1,1,1481,910,571,1289,774,515,192,136,56,1
1,2,753745,398041,355704,655833,343385,312448,97912,54656,43256,1
1,2,107145,58630,48515,96894,52994,43900,10251,5636,4615,1
1,2,106895,57263,49632,96892,51963,44929,10003,5300,4703,1
1,2,94819,49723,45096,85186,44698,40488,9633,5025,4608,1
1,2,75536,38254,37282,66518,33674,32844,9018,4580,4438,1
1,2,64695,33951,30744,54796,28237,26559,9899,5714,4185,1
1,2,54133,28788,25345,44262,22543,21719,9871,6245,3626,1
1,2,46538,24506,22032,38191,19452,18739,8347,5054,3293,1
1,2,44226,22700,21526,36950,18510,18440,7276,4190,3086,1
1,2,38688,20704,17984,32394,17017,15377,6294,3687,2607,1
1,2,31481,16426,15055,26782,13768,13014,4699,2658,2041,1
1,2,24071,13209,10862,20841,11398,9443,3230,1811,1419,1
1,2,17542,8490,9052,14930,7253,7677,2612,1237,1375,1
1,2,17521,9644,7877,15065,8308,6757,2456,1336,1120,1
1,2,10596,5247,5349,9091,4517,4574,1505,730,775,1
1,2,9795,5257,4538,8463,4572,3891,1332,685,647,1
1,2,3941,1940,2001,3319,1625,1694,622,315,307,1
1,2,5512,2919,2593,4735,2520,2215,777,399,378,1
1,2,611,390,221,524,336,188,87,54,33,1
1,3,133487,78971,54516,87816,48411,39405,45671,30560,15111,1
1,3,8257,4189,4068,6243,3199,3044,2014,990,1024,1
1,3,9019,4680,4339,6661,3468,3193,2358,1212,1146,1
1,3,10053,5188,4865,7212,3706,3506,2841,1482,1359,1
1,3,10245,5179,5066,7388,3664,3724,2857,1515,1342,1
1,3,14428,9031,5397,8822,4918,3904,5606,4113,1493,1
1,3,18701,13083,5618,10777,6739,4038,7924,6344,1580,1
1,3,14480,9701,4779,8738,5315,3423,5742,4386,1356,1
1,3,11230,7011,4219,6779,3944,2835,4451,3067,1384,1
1,3,9082,5680,3402,5334,3002,2332,3748,2678,1070,1
1,3,6723,3985,2738,4347,2446,1901,2376,1539,837,1
1,3,5145,2688,2457,3617,1841,1776,1528,847,681,1
1,3,4135,2159,1976,2962,1512,1450,1173,647,526,1
1,3,3606,1870,1736,2701,1373,1328,905,497,408,1
1,3,2517,1351,1166,1899,981,918,618,370,248,1
1,3,2245,1165,1080,1699,878,821,546,287,259,1
1,3,1437,766,671,1038,536,502,399,230,169,1
1,3,1934,1060,874,1440,778,662,494,282,212,1
1,3,250,185,65,159,111,48,91,74,17,1
1,4,140802,77785,63017,124464,67703,56761,16338,10082,6256,1
1,4,13391,6719,6672,12337,6210,6127,1054,509,545,1
1,4,14914,7618,7296,13669,6951,6718,1245,667,578,1
1,4,14554,7630,6924,13309,6928,6381,1245,702,543,1
1,4,13918,6975,6943,12489,6264,6225,1429,711,718,1
1,4,15109,8212,6897,13256,7044,6212,1853,1168,685,1
1,4,15646,9613,6033,13137,7848,5289,2509,1765,744,1
1,4,11984,7521,4463,10191,6277,3914,1793,1244,549,1
1,4,9455,5609,3846,7965,4597,3368,1490,1012,478,1
1,4,7558,4452,3106,6524,3742,2782,1034,710,324,1
1,4,6564,3615,2949,5783,3103,2680,781,512,269,1
1,4,4871,2660,2211,4337,2345,1992,534,315,219,1
1,4,3186,1777,1409,2811,1566,1245,375,211,164,1
1,4,3365,1779,1586,2966,1570,1396,399,209,190,1
1,4,2085,1153,932,1865,1029,836,220,124,96,1
1,4,1985,1111,874,1816,1028,788,169,83,86,1
1,4,900,525,375,826,475,351,74,50,24,1
1,4,1096,636,460,984,563,421,112,73,39,1
1,4,221,180,41,199,163,36,22,17,5,1
1,5,476835,251899,224936,438205,229774,208431,38630,22125,16505,1
1,5,58998,31245,27753,55949,29614,26335,3049,1631,1418,1
1,5,59273,30959,28314,55830,29098,26732,3443,1861,1582,1
1,5,59990,31410,28580,55907,29133,26774,4083,2277,1806,1
1,5,46812,24654,22158,43330,22841,20489,3482,1813,1669,1
1,5,40067,20913,19154,36483,18698,17785,3584,2215,1369,1
1,5,39839,21838,18001,35914,19219,16695,3925,2619,1306,1
1,5,34237,18423,15814,30733,16153,14580,3504,2270,1234,1
1,5,29260,15092,14168,26416,13443,12973,2844,1649,1195,1
1,5,25675,13543,12132,23100,12111,10989,2575,1432,1143,1
1,5,20646,10462,10184,18417,9238,9179,2229,1224,1005,1
1,5,16817,8974,7843,15052,8034,7018,1765,940,825,1
1,5,11088,5531,5557,9887,4918,4969,1201,613,588,1
1,5,11631,6312,5319,10604,5758,4846,1027,554,473,1
1,5,6523,3497,3026,5926,3165,2761,597,332,265,1
1,5,6797,3877,2920,6261,3591,2670,536,286,250,1
1,5,2792,1487,1305,2523,1359,1164,269,128,141,1
1,5,5686,3254,2432,5250,3023,2227,436,231,205,1
1,5,704,428,276,623,378,245,81,50,31,1
1,6,642415,345351,297064,590101,310748,279353,52314,34603,17711,1
1,6,74716,40016,34700,71443,38229,33214,3273,1787,1486,1
1,6,77271,41017,36254,73479,38939,34540,3792,2078,1714,1
1,6,75860,39974,35886,72095,37918,34177,3765,2056,1709,1
1,6,62417,33566,28851,58635,31487,27148,3782,2079,1703,1
1,6,57680,30997,26683,51898,26884,25014,5782,4113,1669,1
1,6,56959,31848,25111,49263,25897,23366,7696,5951,1745,1
1,6,48683,26991,21692,42124,21961,20163,6559,5030,1529,1
1,6,41004,22135,18869,36027,18635,17392,4977,3500,1477,1
1,6,34551,18804,15747,30456,15884,14572,4095,2920,1175,1
